619,159,730,208
47,351,174,370
571,343,698,382
810,419,841,444
746,499,857,530
47,386,206,402
762,408,810,436
810,393,841,421
762,159,968,207
47,370,174,385
762,342,873,369
571,380,651,419
555,503,683,537
47,401,206,418
762,214,857,261
794,375,841,402
762,369,794,413
555,415,635,449
